District,Building name,Last date of residence of the case(s),Related probable/confirmed cases
Kowloon City,To Kwa Wan Maket and Government Offices (non-residential),20/07/2020,"1498, 1620, 1716, 1754, 2265, 2296"
Sham Shui Po,Cheung Sha Wan Government Offices (non-residential),20/07/2020,"1501, 1890, 2128"
Wong Tai Sin,Kam On Building (non-residential),20/07/2020,"1519, 1521, 1539, 2114, 2121, 2653"
North,Luen Wo Hui Municipal Services Building (non-residential),20/07/2020,"1568, 2167, 2357"
Wong Tai Sin,Hsin Kuang Centre Fulum Palace (non-residential),20/07/2020,"1598, 2298"
Yau Tsim Mong,Champion Building (non-residential),20/07/2020,"1681, 1839, 2276"
Wong Tai Sin,1 Fu Chi Path (non-residential),20/07/2020,"1831, 2113"
Yuen Long,Hop Yick Market (non-residential),20/07/2020,"1857, 2084"
Wong Tai Sin,Mikiki (non-residential),20/07/2020,"1914, 2010"
Wong Tai Sin,Kai Tak Garden Shopping Arcade (non-residential),20/07/2020,"1962, 2010"
Kowloon City,Ching Long Shopping Centre 太子美食 (non-residential),20/07/2020,"2109, 2110, 2164"
Tsuen Wan,Panda Place KFC (non-residential),20/07/2020,"2263, 2447"
Yau Tsim Mong,Grand House 澳門咖喱王新鮮腩 (non-residential),20/07/2020,"2276, 2642"
Yau Tsim Mong,Shing Hing House New Forest Restaurant (non-residential),20/07/2020,"2276, 2642"
Yau Tsim Mong,Ginza Plaza (non-residential),20/07/2020,"2289, 2476"
Eastern,Harmony Place Golden Star Seafood Restaurant (non-residential),21/07/2020,1998
Tuen Mun,H.A.N.D.S Shopping Centre Café de Coral (non-residential),21/07/2020,2015
Tuen Mun,H.A.N.D.S Shopping Centre Fairwood (non-residential),21/07/2020,2015
Tuen Mun,H.A.N.D.S Shopping Centre V Cuisine (non-residential),21/07/2020,2015
Yau Tsim Mong,New Kowloon Plaza (non-residential),21/07/2020,2016
Yau Tsim Mong,Olympian City 2 (non-residential),21/07/2020,2016
Kwai Tsing,Kwai Shing East Shopping Centre (non-residential),21/07/2020,2023
Kowloon City,Whampoa Garden KFC (non-residential),21/07/2020,2025
Central & Western,Fairmont House (non-residential),21/07/2020,2026
Wan Chai,Leighton Centre (non-residential),21/07/2020,2026
Kwun Tong,Lei Yue Mun Plaza Fairwood (non-residential),21/07/2020,2030
Yau Tsim Mong,Chong Hing Square (non-residential),21/07/2020,2070
Tai Po,Hong Chi Association Head Office (non-residential),21/07/2020,2077
Tai Po,Tai Po Mega Mall Cafe Polanka (non-residential),21/07/2020,2077
Sham Shui Po,City University of Hong Kong Yeung Kin Man Academic Building (non-residential),21/07/2020,2080
Sham Shui Po,"City University of Hong Kong, Bank of China (Hong Kong) Complex, City Express (non-residential)",21/07/2020,2080
Yuen Long,Hing Fat House McDonald’s (non-residential),21/07/2020,2092
Yuen Long,Kar Shing Building (non-residential),21/07/2020,2092
Yuen Long,Yuen Long Plaza McDonald’s (non-residential),21/07/2020,2092
Sham Shui Po,V Walk (non-residential),21/07/2020,2111
Tuen Mun,Tai Hing Estate Commercial Complex (non-residential),21/07/2020,2119
Tuen Mun,Trend Plaza Viet's Choice (non-residential),21/07/2020,2119
Kwai Tsing,Shek Lei Shopping Centre (Phase 1) (non-residential),21/07/2020,2127
Yau Tsim Mong,Man Wah Building Snaky Café (non-residential),21/07/2020,2142
Tuen Mun,Eldo Court (non-residential),21/07/2020,2177
North,Choi Yuen Plaza McDonald's (non-residential),21/07/2020,2180
Sha Tin,Fortune City One McDonald's (non-residential),21/07/2020,2180
Sha Tin,Hilton Plaza McDonald's (non-residential),21/07/2020,2180
North,Kam Shing Buildin McDonald's (non-residential),21/07/2020,2180
Sha Tin,Sha Tin Centre McDonald's (non-residential),21/07/2020,2180
Sha Tin,Sha Tin Galleria McDonald's (non-residential),21/07/2020,2180
Tai Po,Tai Wo Plaza McDonald's (non-residential),21/07/2020,2180
Wong Tai Sin,Temple Mall McDonald's (non-residential),21/07/2020,2180
North,Union Plaza McDonald's (non-residential),21/07/2020,2180
Tai Po,Uptown Plaza McDonald's (non-residential),21/07/2020,2180
Yau Tsim Mong,Bradbury Building (non-residential),21/07/2020,2187
Tuen Mun,Gold Coast Piazza Pacific Coffee (non-residential),21/07/2020,2226
Tuen Mun,Gold Coast Piazza McDonald’s (non-residential),21/07/2020,2226
Eastern,AIA Tower Starbucks Coffee (non-residential),21/07/2020,2236
Sha Tin,Heng On Sopping Centre (non-residential),21/07/2020,2267
Sha Tin,Ma On Shan Plaza Fairwood (non-residential),21/07/2020,2267
Sham Shui Po,336 Lai Chi Kok Road (non-residential),21/07/2020,2292
Wong Tai Sin,Wing Lee Building 翁記上海館 (non-residential),21/07/2020,2298
Sham Shui Po,Kwong Fat Building (non-residential),21/07/2020,2342
North,Fanling Town Centre (non-residential),21/07/2020,2355
North,Fanling Town Centre Café de Coral (non-residential),21/07/2020,2355
Central & Western,125 Belcher's Street (non-residential),21/07/2020,2361
Sai Kung,MTR Po Lam Station (non-residential),21/07/2020,2369
Yuen Long,Hung Fuk Shopping Centre McDonald's (non-residential),21/07/2020,2398
Eastern,Block B MP Industrial Centre (non-residential),21/07/2020,2402
Yau Tsim Mong,The Gateway Tower 1 (non-residential),21/07/2020,2433
Yau Tsim Mong,Golden Era Plaza (non-residential),21/07/2020,2551
Kowloon City,Lily Mansions Whampoa Garden Café de Coral (non-residential),21/07/2020,2642
Wan Chai,Eib Tower (non-residential),21/07/2020,2658
Kwun Tong,Amoy Gardens Phase 2 (non-residential),21/07/2020,2681
Kwun Tong,Hay Cheuk Lau Cheung Wing Café (non-residential),21/07/2020,2681
Kwun Tong,Kwai Hin House Tamjai Yunnan Mixian (non-residential),21/07/2020,2681
Kwun Tong,Telford Plaza I Maxim's Food2 (non-residential),21/07/2020,2681
Yau Tsim Mong,Pioneer Centre (non-residential),21/07/2020,2717
Wan Chai,World Trade Centre (non-residential),21/07/2020,2768
Sha Tin,Shui Chuen O Plaza (non-residential),21/07/2020,"1294, 1382, 1384, 1385, 2101"
Sai Kung,Park Central Shopping Centre (non-residential),21/07/2020,"1375, 1437, 1465, 1592, 2627"
Sai Kung,Choi Ming Shopping Centre (non-residential),21/07/2020,"1594, 2627"
Sai Kung,TKO Spot (non-residential),21/07/2020,"1596, 1861, 1983, 2066"
Wong Tai Sin,Kwong Fat Building (non-residential),21/07/2020,"1639, 1862, 2187"
Tuen Mun,Tuen Mun Central Square Fulum Restaurant (non-residential),21/07/2020,"1739, 1740, 1743, 1783, 1951, 1952, 1988, 1993, 1998, 2017, 2083, 2170, 2280, 2308, 2315, 2374, 2381, 2492, 2685, 2763, 2875, 2932"
Tuen Mun,YO Mart (non-residential),21/07/2020,"1763, 2015"
Tuen Mun,Ocean Walk (non-residential),21/07/2020,"1797, 2153"
Yuen Long,Kan Yip Building (non-residential),21/07/2020,"1858, 2315"
Kwun Tong,Sau Mau Ping Shopping Centre (non-residential),21/07/2020,"1863, 1865, 1897, 2031, 2035, 2071, 2623"
Kwun Tong,Lei Yue Mun Plaza (non-residential),21/07/2020,"1868, 2656"
North,Fanling Centre (non-residential),21/07/2020,"1975, 2053, 2357"
North,Landmark North (non-residential),21/07/2020,"1989, 2157"
Eastern,625 King's Road (non-residential),21/07/2020,"2027, 2204"
Tuen Mun,Tuen Mun Town Plaza (non-residential),21/07/2020,"2153, 2192, 2226, 2319"
Tuen Mun,Prime View Garden Commercial Complex (non-residential),21/07/2020,"2590, 2592"
Central & Western,St. Clare's Girls' School (non-residential),22/07/2020,2030
Islands,Novotel Citygate Hong Kong (non-residential),22/07/2020,2087
Sai Kung,112 Pak Sha Wan Padstow Restaurant & Bar (non-residential),22/07/2020,2099
Yau Tsim Mong,383A Portland Street (non-residential),22/07/2020,2099
Yau Tsim Mong,64 Ki Lung Street (non-residential),22/07/2020,2099
Kowloon City,Block 4 Sun Shing Centre (non-residential),22/07/2020,2099
Wan Chai,G/F 23 Mercury Street NOC Coffee Co. (non-residential),22/07/2020,2099
Sha Tin,Horizon Suite Hotel (non-residential),22/07/2020,2099
Central & Western,IFC Mall Duck & Waffle (non-residential),22/07/2020,2099
Sham Shui Po,Kimberland Center (non-residential),22/07/2020,2099
Sha Tin,Leader Industrial Centre GLOs Café by fooody (non-residential),22/07/2020,2099
Sha Tin,New Town Plaza L.D.K. by Ufufu Café (non-residential),22/07/2020,2099
Yau Tsim Mong,Royal Plaza Hotel (non-residential),22/07/2020,2099
Sai Kung,TKO Gateway Food Lane (non-residential),22/07/2020,2099
Sha Tin,Valiant Industrial Centre (non-residential),22/07/2020,2099
Sai Kung,Yuk Ming Court Kwan Ming House (non-residential),22/07/2020,2099
Central & Western,The Pottinger Hong Kong Gradini Ristorante E Bar Italiano (non-residential),22/07/2020,2109
Kowloon City,Block A Lux Theatre Building (non-residential),22/07/2020,2121
Wong Tai Sin,Choi Fai Estate (non-residential),22/07/2020,2135
Sha Tin,Mei Tin Shopping Centre (non-residential),22/07/2020,2136
Sham Shui Po,258 Castle Peak Road (non-residential),22/07/2020,2140
Tsuen Wan,Panda Hotel (non-residential),22/07/2020,2141
Yau Tsim Mong,Chong Hing Square Ying Dining (non-residential),22/07/2020,2148
Sha Tin,HK JEBN Group Centre (non-residential),22/07/2020,2150
Kowloon City,Focal Industrial Centre (non-residential),22/07/2020,2152
Tuen Mun,Eldo Court Shopping Centre (non-residential),22/07/2020,2154
Tuen Mun,Greenland Garden Shopping Centre (non-residential),22/07/2020,2154
Kwai Tsing,Ching Cheong Industrial Building (non-residential),22/07/2020,2156
Yuen Long,Tin Shui Plaza Master Congee (non-residential),22/07/2020,2172
Tuen Mun,Trend Plaza Fairwood (non-residential),22/07/2020,2172
Yuen Long,Tung Yick Market (non-residential),22/07/2020,2172
Yau Tsim Mong,Mira Place Two Mike's Chicken Comida de Portugal Restaurant (non-residential),22/07/2020,2175
Tuen Mun,V City Law Mark Kee (non-residential),22/07/2020,2176
Tuen Mun,V City Xie Xie Nong (non-residential),22/07/2020,2176
North,Hang Lok Square (non-residential),22/07/2020,2179
Yuen Long,Yiu Yat House Tin Yiu (1) Estate (non-residential),22/07/2020,2208
Yuen Long,1 Tong Yan San Tsuen Road Tong's Road House Seafood & Grill (non-residential),22/07/2020,2213
Tsuen Wan,Phase 1 Belvedere Garden (non-residential),22/07/2020,2225
Central & Western,Sheung Wan Municipal Services Building (non-residential),22/07/2020,2225
Central & Western,Shun Tak Centre West Tower (non-residential),22/07/2020,2225
Eastern,Tung Ho Building (non-residential),22/07/2020,2225
Yau Tsim Mong,88 Shantung Street Moonkok by Moonzen (non-residential),22/07/2020,2234
Sham Shui Po,Stage 6 Mei Foo Sun Chuen (non-residential),22/07/2020,2267
North,Fanling Town Centre Ocean Empire Food Shop (non-residential),22/07/2020,2357
Sai Kung,Sai Kung market (non-residential),22/07/2020,2359
Yau Tsim Mong,National Court (non-residential),22/07/2020,2376
Wan Chai,10 Canal Road West (non-residential),22/07/2020,2387
Wan Chai,Yau Kwong Building (non-residential),22/07/2020,2387
Islands,Mui Wo Fire Station (non-residential),22/07/2020,2391
Islands,Noah's Ark (non-residential),22/07/2020,2391
Islands,Penny's Bay Fire Station Cum Ambulance Depot (non-residential),22/07/2020,2391
Central & Western,Sai Ying Pun Market (non-residential),22/07/2020,2414
Tuen Mun,Kam Men Mansion (non-residential),22/07/2020,2458
Tuen Mun,Kim Bo Building (non-residential),22/07/2020,2458
Kwai Tsing,Wah Tat Industrial Centre (non-residential),22/07/2020,2461
Central & Western,Melbourne Plaza (non-residential),22/07/2020,2485
North,Sheung Shui Centre Shopping Arcade (non-residential),22/07/2020,2542
Sai Kung,Tiu Keng Leng MTR Station (non-residential),22/07/2020,2618
Kowloon City,Oi Man Plaza (non-residential),22/07/2020,2641
Kowloon City,Ka Hing Lau Ka Wai Chuen (non-residential),22/07/2020,2650
Central & Western,V Heun Building (non-residential),22/07/2020,2768
Eastern,114 Shau Kei Wan Road (non-residential),22/07/2020,2788
Eastern,Cheung Lee Industrial Building (non-residential),22/07/2020,2788
Sai Kung,20 Tak Lung Back Street (non-residential),22/07/2020,2802
Sham Shui Po,Pei Ho Street Municipal Services Building Cooked Food Centre (non-residential),22/07/2020,"1435, 1558, 1980, 1997, 2234"
Sha Tin,Sun Chui Shopping Centre (non-residential),22/07/2020,"1536, 2075, 2294"
Sai Kung,TKO Gateway (non-residential),22/07/2020,"1590, 2123, 2330"
Sham Shui Po,Festival Walk (non-residential),22/07/2020,"1594, 1699, 1786, 1896, 2099"
Tsuen Wan,Yeung Uk Road Municipal Services Building (non-residential),22/07/2020,"1652, 1859, 2196, 2239"
Sha Tin,Hin Keng Shopping Centre (non-residential),22/07/2020,"1666, 2306, 2310"
Yau Tsim Mong,Gateway Arcade cookedDeli by city'super (non-residential),22/07/2020,"1746, 1771, 2227"
Sai Kung,East Point City (non-residential),22/07/2020,"1751, 2099, 2140, 2330"
Sham Shui Po,Shek Kip Mei Estate Shopping Centre (non-residential),22/07/2020,"1813, 1881, 1927, 2067, 2418"
Kwai Tsing,Kwai Chung Plaza (non-residential),22/07/2020,"1820, 1996, 2332, 2465"
Tai Po,Tai Po Complex (non-residential),22/07/2020,"1942, 1999, 2120"
Eastern,Sai Wan Ho Municipal Services Building (non-residential),22/07/2020,"2200, 2788"
Islands,Lantau Toll Plaza Administration Building (non-residential),22/07/2020,"2208, 2392"
Wong Tai Sin,Lions Rise Mall (non-residential),22/07/2020,"2214, 2240"
Wan Chai,Crowne Plaza Hong Kong Causeway Bay (non-residential),23/07/2020,2059
North,Wah Ming Shopping Centre Imperial Restaurant (non-residential),23/07/2020,2264
Wan Chai,Causeway Bay Plaza 2 (non-residential),23/07/2020,2268
Wan Chai,Southorn Centre (non-residential),23/07/2020,2268
Yuen Long,22 Tung Lok Street (non-residential),23/07/2020,2286
Yuen Long,Fung Hing Building (non-residential),23/07/2020,2286
Yuen Long,Hop Yick Plaza (non-residential),23/07/2020,2286
Kowloon City,Tak Yue Mansion Sweet Wheat Bakery (non-residential),23/07/2020,2296
Islands,Cheung Chau Fire Station (non-residential),23/07/2020,2309
Islands,Cathay Pacific Cargo Terminal (non-residential),23/07/2020,2314
Yau Tsim Mong,East Ocean Centre (non-residential),23/07/2020,2345
Eastern,Healthy Village Phase II (non-residential),23/07/2020,2347
Tai Po,Dai Nam Building DD6 LOT 1211 S.D. Off Ting Kok Raod (non-residential),23/07/2020,2351
Central & Western,Two Chinachem Plaza (non-residential),23/07/2020,2389
Tai Po,Ting Kok Building (non-residential),23/07/2020,2394
Kwun Tong,Kwun Tong Lap Shing Building 大師傅粥品 (non-residential),23/07/2020,2450
Sham Shui Po,152 A Castle Peak Road 德記粉麵茶餐廳 (non-residential),23/07/2020,2483
Sham Shui Po,New Capital Computer Plaza (non-residential),23/07/2020,2483
Tuen Mun,Richland Garden Shopping Arcade (non-residential),23/07/2020,2492
Kwun Tong,Ngau Tau Kok Municipal Services Building (non-residential),23/07/2020,2578
Sham Shui Po,Billion Plaza (non-residential),23/07/2020,2617
Sham Shui Po,Kam Wah Mansion (non-residential),23/07/2020,2686
Sham Shui Po,Tung Tak Building (non-residential),23/07/2020,2686
Tsuen Wan,Tsuen Fung Centre (non-residential),23/07/2020,2689
Sai Kung,14A Po Tung Road Wing Wo Seafood Restaurant (non-residential),23/07/2020,2802
Wong Tai Sin,Tsz Wan Shan Shopping Centre (non-residential),23/07/2020,"1311, 1312, 1404, 1444, 1477, 1491, 1507, 1508, 1520, 1538, 1549, 1555, 1556, 1564, 1565, 1570, 1579, 1583, 1586, 1588, 1601, 1603, 1604, 1622, 1637, 1643, 1667, 1669, 1680, 1683, 1698, 1702, 1703, 1705, 1709, 1719, 1720, 1744, 1757, 1761, 1773, 1775, 1779, 1786, 1819, 1845, 1862, 1896, 1902, 1944, 1956, 1959, 1963, 2006, 2121, 2122, 2123, 2130, 2187, 2237, 2259,2273, 2285, 2298, 2321, 2380, 2428"
Wong Tai Sin,Tai Shing Street Market (non-residential),23/07/2020,"1439,1599, 1618, 1757, 1914, 2423, 2792"
Tuen Mun,San Hui Market (non-residential),23/07/2020,"1471, 1561, 1907,1931, 2154, 2381, 2458, 2598"
Yuen Long,Tai Kiu Market (non-residential),23/07/2020,"1471, 1561, 2286"
Wong Tai Sin,Tsz Ching Shopping Centre II (non-residential),23/07/2020,"1552, 1662, 2345"
Yau Tsim Mong,Novotel Nathan Road Kowloon Hong Kong (non-residential),23/07/2020,"1633, 2441"
Kwun Tong,Telford Plaza (non-residential),23/07/2020,"1710, 2044, 2345"
Kowloon City,Hung Hom Municipal Services Building (non-residential),23/07/2020,"1723, 1760, 1765, 1965, 2116, 2296, 2316, 2341"
North,Shek Wu Hui Municipal Services Building (non-residential),23/07/2020,"1947, 1989, 2053, 2072, 2179, 2284,2393, 2576"
Sha Tin,Mei Lam Commercial Centre Green River Restaurant (non-residential),23/07/2020,"1978, 2348, 2453"
Tuen Mun,Chelsea Heights (non-residential),23/07/2020,"2177, 2598"
Kwai Tsing,Ha Kwai Chung Polyclinic & Special Education Services Centre (non-residential),23/07/2020,"2261, 2262, 2600, 2878, 2919"
Sha Tin,Mei Lam Shopping Centre Green River (non-residential),23/07/2020,"2348, 2453"
Kwun Tong,Millennium City 3 (non-residential),23/07/2020,"2396, 2434, 2535, 2635, 2720, 2742, 2822, 2854, 2894, 2927, 2953, 2982"
Central & Western,Lee Kum Kee Central (non-residential),23/07/2020,"2418, 2419"
Kowloon City,Yee On Court (non-residential),23/07/2020,"2476, 2722"
Sha Tin,"New Town Plaza, Phase 1 Din Tai Fung (non-residential)",23/07/2020,Case notified by Taiwan Centers for Disease Control
Kwai Tsing,Maritime Market (non-residential),24/07/2020,2389
Kowloon City,Pearl House (non-residential),24/07/2020,2401
Yuen Long,Wai Kee BBQ (non-residential),24/07/2020,2410
Tuen Mun,Chelsea Heights Fairwood (non-residential),24/07/2020,2421
Kwun Tong,Kai Yip Shopping Centre Green River (non-residential),24/07/2020,2446
Sham Shui Po,Dragon Centre (non-residential),24/07/2020,2482
Kwun Tong,Yue Man Centre Wealth Banquet (non-residential),24/07/2020,2496
North,Luen Wo Market (non-residential),24/07/2020,2548
Wan Chai,Paliburg Plaza Din Tai Fung (non-residential),24/07/2020,2584
Yau Tsim Mong,Camy House (non-residential),24/07/2020,2615
North,SAHK Jockey Club Bradbury Wah Sum Care Centre (non-residential),24/07/2020,2633
Wan Chai,Thomson Centre Cheung Hing Kee Shanghai Pan-fried Buns (non-residential),24/07/2020,2650
Central & Western,Kam Sang Building (non-residential),24/07/2020,2656
Tuen Mun,"Annex Block, Hing Tai House, Tai Hing Estate (non-residential)",24/07/2020,2685
Tuen Mun,Tuen Mun Police Station (non-residential),24/07/2020,2686
North,"Unit No.1, G/F & 1/F, Shun Ming House, Wah Ming Estate (non-residential)",24/07/2020,2698
Yuen Long,Siu Fung Building (non-residential),24/07/2020,2722
Sha Tin,Royal Park Hotel (non-residential),24/07/2020,2882
Wan Chai,Immigration Tower (non-residential),24/07/2020,"1542, 1584, 1765, 2104, 2134, 2448"
Sham Shui Po,Pei Ho Street Municipal Services Building (non-residential),24/07/2020,"1557, 1608, 1611, 1808, 1852, 1905, 1926, 1927, 2056, 2057, 2140, 2186, 2283, 2292, 2482"
Kowloon City,Ching Long Shopping Centre (non-residential),24/07/2020,"1695, 2109, 2164, 2448"
Kwun Tong,Richland Gardens Commercial Building Fairwood (non-residential),24/07/2020,"1808, 2448"
Kwun Tong,Kai Yip Shopping Centre (non-residential),24/07/2020,"1809, 1836, 2446"
Central & Western,Euro Trade Centre (non-residential),24/07/2020,"2143, 2522"
Sham Shui Po,Cheung Sha Wan Po On Road Market (non-residential),24/07/2020,"2234, 2410"
Kowloon City,To Kwa Wan Market (non-residential),24/07/2020,"2338, 2496"
Yau Tsim Mong,Hung Cheung Building Hee Wan Café (non-residential),24/07/2020,"2386, 2689"
Tuen Mun,Tuen Mun Treatment Works (non-residential),24/07/2020,"2421, 2615"
Sha Tin,89 Chik Fu Street (non-residential),24/07/2020,"2433, 2583"
Kwun Tong,Sau Mau Ping Shopping Centre Café de Coral (non-residential),24/07/2020,"2440, 2449"
Southern,University Hall The University of Hong Kong (non-residential),24/07/2020,"2485, 2561"
Kwun Tong,Shun Lee Disciplined Services Quarters (non-residential),24/07/2020,"2494, 2496"
North,Fung Ying Seen Koon (non-residential),24/07/2020,"2495, 2717, 2843"
Kowloon City,Universal Funeral Parlour (non-residential),25/07/2020,2395
Southern,Hong Kong Reese Hotel (non-residential),25/07/2020,2485
Wan Chai,Senior Building (non-residential),25/07/2020,2490
Tsuen Wan,Cheung Shan Shopping Centre (non-residential),25/07/2020,2509
Tsuen Wan,Tsui Shan House Cheung Shan Estate (non-residential),25/07/2020,2509
Sai Kung,Tseung Kwan O Plaza (non-residential),25/07/2020,2537
Kowloon City,Radio Television Hong Kong Broadcasting House (non-residential),25/07/2020,2539
Yau Tsim Mong,MOKO Outback Steakhouse (non-residential),25/07/2020,2546
Kowloon City,Summit View Kowloon (non-residential),25/07/2020,2546
Wan Chai,Hopewell Centre Cuisine Royale (non-residential),25/07/2020,2559
Wan Chai,Spring Garden Mansion (non-residential),25/07/2020,2559
Kowloon City,Healthy House (non-residential),25/07/2020,2569
Yau Tsim Mong,Peninsula Centre Tack Hsin Restaurant (non-residential),25/07/2020,2572
Sha Tin,Sin Sam House Lung Hung Estate (non-residential),25/07/2020,2580
Sham Shui Po,Customs Marine Base (non-residential),25/07/2020,2597
Eastern,Hoi Ning Building (non-residential),25/07/2020,2658
Eastern,I-UNIQ Residence (non-residential),25/07/2020,2677
Tsuen Wan,Tsuen Wan Market (non-residential),25/07/2020,2686
Tsuen Wan,Tai Hung Fai (Tsuen Wan) Centre (non-residential),25/07/2020,2878
Tuen Mun,Jockey Club Tuen Mun Home for the Aged Blind (non-residential),25/07/2020,2970
Tai Po,Fortune Plaza (non-residential),25/07/2020,"1806, 2090, 2617"
Wan Chai,Hong Kong Sanatorium & Hospital (non-residential),25/07/2020,"1848, 2181, 2468, 2522, 2559"
Kowloon City,The Whampoa (non-residential),25/07/2020,"1848, 2539"
Sai Kung,TKO Gateway (non-residential),25/07/2020,"1983, 2572"
Sai Kung,Beverly Garden Shopping Centre (non-residential),25/07/2020,"2066, 2537"
Yau Tsim Mong,South Seas Centre Paramount Banquet Hall (non-residential),25/07/2020,"2083, 2170, 2572"
Yau Tsim Mong,Grand Plaza (non-residential),25/07/2020,"2164, 2574"
Sham Shui Po,Eastland Towers Dragon Place Restaurant (non-residential),25/07/2020,"2201, 2358"
Kwai Tsing,Tsing Yi South Fire Station (non-residential),25/07/2020,"2391, 2496, 2723"
North,Sheung Shui Slaughterhouse (non-residential),25/07/2020,"2671, 2770, 2806, 2849, 2952"
Yau Tsim Mong,Kimlai Court (non-residential),25/07/2020,Case notified by Taiwan Centers for Disease Control
Eastern,Metropole Building (non-residential),26/07/2020,2658
Eastern,Siu Bo Mansion (non-residential),26/07/2020,2743
Wong Tai Sin,Kam Pik House Choi Hung Estate (non-residential),26/07/2020,"1612, 1671, 2009, 2032, 2766"
Wong Tai Sin,Lok Fu Place (non-residential),26/07/2020,"1695, 1774, 2191, 2786, 2792"
Sha Tin,Wing Sam House Lung Hang Estate (non-residential),26/07/2020,"2052, 2224, 2795, 2882"
Kowloon City,Grand Waterfront Plaza (non-residential),27/07/2020,2333
Wan Chai,151 Lockhart Road (non-residential),27/07/2020,2857
Wan Chai,Bowrington Road Market (non-residential),27/07/2020,2857
Wong Tai Sin,Pentahotel Hong Kong Kowloon (non-residential),27/07/2020,2882
North,Shun Ming House Wah Ming Estate (non-residential),27/07/2020,2991
Tuen Mun,"No. 104, 105, 106, 107, 114, 115, G/F, & No. 112-113, Terrace 1, Wong Ka Wai (non-residential)",27/07/2020,"2254, 2543, 2586, 2938, 2975"
